CLIENT_GEO,PAGE_URL,PAGE_CONTEXT,PAGE_ENTITY_TYPE,TIMESTAMP,TIMESTAMP_DERIVED,UI_EVENT_SOURCE,UI_EVENT_TYPE,USER_AGENT,REPORT_ID_DERIVED
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000001rDEjWAM/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005aye7QAA%2Fview,one:recordHomeFlexipage,WorkOrder,20220606170807.04,2022-06-06T17:08:07.040Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",0WO6P000001rDEjWAM
Brazil/Sao Paulo,/lightning/r/Asset/02i2R00000NHoxBQAT/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007nWs6UAE%2Fview%3Fc__recordType%3Dasset%26c__input%3D37746051231%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Asset,20220606170809.625,2022-06-06T17:08:09.624Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",02i2R00000NHoxBQAT
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000001uWe9WAE/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007MIhtUAG%2Fview%3Fc__recordType%3Dasset%26c__input%3D25695063147%26c__contactFound%3Dmultiple,one:recordHomeFlexipage,WorkOrder,20220606170815.664,2022-06-06T17:08:15.662Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",0WO6P000001uWe9WAE
Brazil/Sao Paulo,/lightning/r/Case/5006P000005MlQvQAK/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007MIkeUAG%2Fview%3Fc__recordType%3Dasset%26c__input%3D32894031242%26c__contactFound%3Dmultiple,one:recordHomeFlexipage2Wrapper,Case,20220606170818.215,2022-06-06T17:08:18.219Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",5006P000005MlQvQAK
United States/Texas,/lightning/r/WorkOrder/0WO6P000001yNdJWAU/view?ws=%2Flightning%2Fr%2FLiveChatTranscript%2F5706P000001BDcEQAW%2Fview%3Fchannel%3DLIVE_AGENT,one:recordHomeFlexipage,WorkOrder,20220606170834.55,2022-06-06T17:08:34.551Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.33""",0WO6P000001yNdJWAU
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000001rDE5WAM/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007nWs6UAE%2Fview%3Fc__recordType%3Dasset%26c__input%3D37746051231%26c__contactFound%3Dfalse,one:recordHomeFlexipage,WorkOrder,20220606170857.402,2022-06-06T17:08:57.404Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",0WO6P000001rDE5WAM
Brazil/Sao Paulo,/lightning/r/Case/5006P000005bDpeQAE/view,one:recordHomeFlexipage2Wrapper,Case,20220606170911.832,2022-06-06T17:09:11.832Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005bDpeQAE
Brazil/Sao Paulo,/lightning/r/Case/5006P000004wmy0QAA/view,one:recordHomeFlexipage2Wrapper,Case,20220606171016.953,2022-06-06T17:10:16.950Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000004wmy0QAA
Brazil/Sao Paulo,/lightning/r/Case/5006P000004ze3eQAA/view?ws=%2Flightning%2Fr%2FTask%2F00T6P00000I0X4RUAV%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220606171056.477,2022-06-06T17:10:56.475Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.33""",5006P000004ze3eQAA
Brazil/Sao Paulo,/lightning/r/Case/5006P000004fEzcQAE/view,one:recordHomeFlexipage2Wrapper,Case,20220606171111.12,2022-06-06T17:11:11.120Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",5006P000004fEzcQAE
United States/Texas,/lightning/r/LiveChatTranscript/5706P000000nNByQAM/view?channel=LIVE_AGENT,one:recordHomeFlexipage,LiveChatTranscript,20220606171112.61,2022-06-06T17:11:12.611Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5706P000000nNByQAM
Brazil/Sao Paulo,/lightning/r/Case/5006P000005XrJsQAK/view,one:recordHomeFlexipage2Wrapper,Case,20220606171135.707,2022-06-06T17:11:35.707Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36""",5006P000005XrJsQAK
United States/null,/lightning/r/WorkOrder/0WO6P0000022R5sWAE/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005P6lZQAS%2Fview,one:recordHomeFlexipage,WorkOrder,20220606171155.45,2022-06-06T17:11:55.446Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",0WO6P0000022R5sWAE
Brazil/Sao Paulo,/lightning/r/Case/5006P000005fGZaQAM/view,one:recordHomeFlexipage2Wrapper,Case,20220606171159.2,2022-06-06T17:11:59.197Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",5006P000005fGZaQAM
Brazil/Sao Paulo,/lightning/r/Report/00O0b000005yLBGEA2/view?queryScope=userFolders,reports:reportBase,Report,20220606171256.953,2022-06-06T17:12:56.950Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",00O0b000005yLBGEA2
Brazil/Sao Paulo,/lightning/r/Case/5006P000005axGmQAI/view,one:recordHomeFlexipage2Wrapper,Case,20220606171335.53,2022-06-06T17:13:35.533Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",5006P000005axGmQAI
United States/null,/lightning/r/Case/5006P000005fI2LQAU/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007zjSKUAY%2Fview%3Fc__recordType%3Dasset%26c__input%3D26650007463%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606171426.902,2022-06-06T17:14:26.906Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",5006P000005fI2LQAU
Brazil/Sao Paulo,/lightning/r/Report/00O2R000003JCXaUAO/view?queryScope=userFolders,reports:reportBase,Report,20220606171431.72,2022-06-06T17:14:31.720Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",00O2R000003JCXaUAO
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P0000027H9iWAE/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005fGaOQAU%2Fview,one:recordHomeFlexipage,WorkOrder,20220606171517.93,2022-06-06T17:15:17.926Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",0WO6P0000027H9iWAE
Brazil/Sao Paulo,/lightning/r/Case/5006P000005PSTwQAO/view,one:recordHomeFlexipage2Wrapper,Case,20220606171522.21,2022-06-06T17:15:22.213Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36""",5006P000005PSTwQAO
Brazil/Sao Paulo,/lightning/r/Case/5006P000005fFRpQAM/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007ziFtUAI%2Fview%3Fc__recordType%3Dasset%26c__input%3D5295391923%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606171523.188,2022-06-06T17:15:23.187Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005fFRpQAM
Brazil/Sao Paulo,/lightning/r/LiveChatTranscript/5706P000000rTYNQA2/view?channel=LIVE_AGENT,one:recordHomeFlexipage,LiveChatTranscript,20220606171545.566,2022-06-06T17:15:45.567Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36""",5706P000000rTYNQA2
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000001uWqAWAU/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005UChiQAG%2Fview,one:recordHomeFlexipage,WorkOrder,20220606171655.055,2022-06-06T17:16:55.056Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",0WO6P000001uWqAWAU
United States/null,/lightning/r/Case/5006P000005UaeEQAS/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P0000083JxFUAU%2Fview%3Fc__recordType%3Dasset%26c__input%3D6Q8WZB3%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606171728.49,2022-06-06T17:17:28.486Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",5006P000005UaeEQAS
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000001e04HWAQ/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007IWGZUA4%2Fview%3Fc__recordType%3Dasset%26c__input%3D4884191283%26c__contactFound%3Dtrue,one:recordHomeFlexipage,WorkOrder,20220606171752.758,2022-06-06T17:17:52.753Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",0WO6P000001e04HWAQ
Brazil/Sao Paulo,/lightning/r/Case/5006P000005DbH7QAK/view,one:recordHomeFlexipage2Wrapper,Case,20220606171803.285,2022-06-06T17:18:03.283Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.33""",5006P000005DbH7QAK
Brazil/Sao Paulo,/lightning/r/Case/5006P000005Ec2jQAC/view?ws=%2Flightning%2Fr%2FReport%2F00O0b000006iNwdEAE%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220606171832.55,2022-06-06T17:18:32.552Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.33""",5006P000005Ec2jQAC
United States/null,/lightning/r/Case/5006P000005fI2LQAU/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007zjSKUAY%2Fview%3Fc__recordType%3Dasset%26c__input%3D26650007463%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606171920.414,2022-06-06T17:19:20.417Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",5006P000005fI2LQAU
United States/null,/lightning/r/Case/5006P000005fI2LQAU/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007zjSKUAY%2Fview%3Fc__recordType%3Dasset%26c__input%3D26650007463%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606171920.414,2022-06-06T17:19:20.419Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",5006P000005fI2LQAU
United States/null,/lightning/r/Case/5006P000005fI2LQAU/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007zjSKUAY%2Fview%3Fc__recordType%3Dasset%26c__input%3D26650007463%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606171920.42,2022-06-06T17:19:20.421Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",5006P000005fI2LQAU
United States/null,/lightning/r/WorkOrder/0WO6P000001mKzoWAE/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005EZtLQAW%2Fview,one:recordHomeFlexipage,WorkOrder,20220606171933.52,2022-06-06T17:19:33.520Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",0WO6P000001mKzoWAE
Brazil/Sao Paulo,/lightning/r/Task/00T6P00000I4QTCUA3/view,one:recordHomeFlexipage,Task,20220606171948.59,2022-06-06T17:19:48.589Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",00T6P00000I4QTCUA3
United States/null,/lightning/r/Case/5006P000005UaeEQAS/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P0000083JxFUAU%2Fview%3Fc__recordType%3Dasset%26c__input%3D6Q8WZB3%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606171951.04,2022-06-06T17:19:51.042Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",5006P000005UaeEQAS
Brazil/Sao Paulo,/lightning/r/Case/5006P000005UVwwQAG/view,one:recordHomeFlexipage2Wrapper,Case,20220606172100.305,2022-06-06T17:21:00.304Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",5006P000005UVwwQAG
Brazil/Sao Paulo,/lightning/r/Case/5006P000005RDF6QAO/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007bYMSUA2%2Fview%3Fc__recordType%3Dasset%26c__input%3D27403080915%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606172107.785,2022-06-06T17:21:07.783Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",5006P000005RDF6QAO
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000001e0UyWAI/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007IYAxUAO%2Fview%3Fc__recordType%3Dcontact%26c__input%3D17991736740%26c__contactFound%3Dfalse,one:recordHomeFlexipage,WorkOrder,20220606172128.49,2022-06-06T17:21:28.488Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",0WO6P000001e0UyWAI
Brazil/Sao Paulo,/lightning/r/Report/00O0b000006iNwdEAE/view?queryScope=userFolders,reports:reportBase,Report,20220606172129.555,2022-06-06T17:21:29.555Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",00O0b000006iNwdEAE
Brazil/Sao Paulo,/lightning/r/Case/5006P000005TjunQAC/view,one:recordHomeFlexipage2Wrapper,Case,20220606172137.008,2022-06-06T17:21:37.006Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005TjunQAC
United States/null,/lightning/r/Case/5006P000005bFzCQAU/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007nWw4UAE%2Fview%3Fc__recordType%3Dasset%26c__input%3D32938380759%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606172138.785,2022-06-06T17:21:38.783Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",5006P000005bFzCQAU
Brazil/Sao Paulo,/lightning/r/Case/5006P000005ReclQAC/view?ws=%2Flightning%2Fr%2FReport%2F00O0b000005yLBGEA2%2Fview%3FqueryScope%3DuserFolders,one:recordHomeFlexipage2Wrapper,Case,20220606172218.234,2022-06-06T17:22:18.233Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",5006P000005ReclQAC
United States/null,/lightning/r/WorkOrder/0WO6P0000022R5sWAE/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005P6lZQAS%2Fview,one:recordHomeFlexipage,WorkOrder,20220606172230.566,2022-06-06T17:22:30.571Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",0WO6P0000022R5sWAE
United States/null,/lightning/r/Task/00T6P00000I26JdUAJ/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005Xrj7QAC%2Fview,one:recordHomeFlexipage,Task,20220606172325.36,2022-06-06T17:23:25.361Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",00T6P00000I26JdUAJ
United States/null,/lightning/r/Case/5006P000005OfztQAC/view,one:recordHomeFlexipage2Wrapper,Case,20220606172514.81,2022-06-06T17:25:14.809Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",5006P000005OfztQAC
United States/null,/lightning/r/WorkOrder/0WO6P0000027Dy6WAE/view,one:recordHomeFlexipage,WorkOrder,20220606172601.09,2022-06-06T17:26:01.088Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",0WO6P0000027Dy6WAE
Brazil/Sao Paulo,/lightning/r/Case/5006P000005AQlDQAW/view,one:recordHomeFlexipage2Wrapper,Case,20220606172625.023,2022-06-06T17:26:25.026Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",5006P000005AQlDQAW
Brazil/Sao Paulo,/lightning/r/Case/5006P000005fHhQQAU/view,one:recordHomeFlexipage2Wrapper,Case,20220606172639.164,2022-06-06T17:26:39.165Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.33""",5006P000005fHhQQAU
Brazil/Sao Paulo,/lightning/r/Case/5006P000005fILVQA2/view,one:recordHomeFlexipage2Wrapper,Case,20220606172646.06,2022-06-06T17:26:46.060Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",5006P000005fILVQA2
Brazil/Sao Paulo,/lightning/r/Case/5006P000004u4T7QAI/view,one:recordHomeFlexipage2Wrapper,Case,20220606172737.94,2022-06-06T17:27:37.941Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.33""",5006P000004u4T7QAI
United States/Texas,/lightning/r/Case/5006P000005fJHFQA2/view,one:recordHomeFlexipage2Wrapper,Case,20220606172739.684,2022-06-06T17:27:39.684Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5006P000005fJHFQA2
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000001uWn2WAE/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007MJKHUA4%2Fview%3Fc__recordType%3Dasset%26c__input%3D5921533263%26c__contactFound%3Dmultiple,one:recordHomeFlexipage,WorkOrder,20220606172826.977,2022-06-06T17:28:26.978Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",0WO6P000001uWn2WAE
Brazil/Sao Paulo,/lightning/r/WorkOrder/0WO6P000001e0WpWAI/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005ip9dQAA%2Fview,one:recordHomeFlexipage,WorkOrder,20220606172925.6,2022-06-06T17:29:25.601Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",0WO6P000001e0WpWAI
Brazil/Sao Paulo,/lightning/r/Case/5006P000005bEUSQA2/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007nVgOUAU%2Fview%3Fc__recordType%3Dasset%26c__input%3D25119480134%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606172932.68,2022-06-06T17:29:32.676Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",5006P000005bEUSQA2
Brazil/Sao Paulo,/lightning/r/Contact/0036P000004O1j2QAC/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005apOrQAI%2Fview,one:recordHomeFlexipage2Wrapper,Contact,20220606172933.094,2022-06-06T17:29:33.095Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",0036P000004O1j2QAC
United States/North Carolina,/lightning/r/Case/5006P000005bDgrQAE/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005bECjQAM%2Fview,one:recordHomeFlexipage2Wrapper,Case,20220606172936.2,2022-06-06T17:29:36.196Z,Error,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5006P000005bDgrQAE
United States/null,/lightning/r/Case/5006P000005bFzCQAU/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007nWw4UAE%2Fview%3Fc__recordType%3Dasset%26c__input%3D32938380759%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606172949.664,2022-06-06T17:29:49.663Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",5006P000005bFzCQAU
Brazil/Sao Paulo,/lightning/r/Case/5006P000005fJCZQA2/view,one:recordHomeFlexipage2Wrapper,Case,20220606173001.016,2022-06-06T17:30:01.017Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36 Edg/102.0.1245.33""",5006P000005fJCZQA2
India/Haryana,/lightning/r/Case/5006P000005f5psQAA/view,one:recordHomeFlexipage2Wrapper,Case,20220606173002.62,2022-06-06T17:30:02.620Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36""",5006P000005f5psQAA
United States/North Carolina,/lightning/r/Case/5006P000005UZv5QAG/view,one:recordHomeFlexipage2Wrapper,Case,20220606173044.844,2022-06-06T17:30:44.845Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36""",5006P000005UZv5QAG
United States/null,/lightning/r/Case/5006P000005bFzCQAU/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000007nWw4UAE%2Fview%3Fc__recordType%3Dasset%26c__input%3D32938380759%26c__contactFound%3Dfalse,one:recordHomeFlexipage2Wrapper,Case,20220606173052.934,2022-06-06T17:30:52.935Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",5006P000005bFzCQAU
United States/null,/lightning/r/WorkOrder/0WO6P0000022R5sWAE/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005P6lZQAS%2Fview,one:recordHomeFlexipage,WorkOrder,20220606173110.945,2022-06-06T17:31:10.946Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36""",0WO6P0000022R5sWAE
Brazil/Sao Paulo,/lightning/r/Case/5006P000005fFqRQAU/view,one:recordHomeFlexipage2Wrapper,Case,20220606173133.72,2022-06-06T17:31:33.718Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",5006P000005fFqRQAU
Brazil/Sao Paulo,/lightning/r/Asset/02i2R00000BvrMMQAZ/view?ws=%2Flightning%2Fr%2FCase%2F5006P000005fImlQAE%2Fview,one:recordHomeFlexipage2Wrapper,Asset,20220606173141.754,2022-06-06T17:31:41.752Z,TypeError,error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",02i2R00000BvrMMQAZ
